locus;location;strand;ATG;end
asr0798;Chr;direct;923268;923510
alr0799;Chr;direct;923618;923941
all0800;Chr;comp;924638;924135
all0801;Chr;comp;925050;924715
all0802;Chr;comp;928345;925214
alr0803;Chr;direct;928924;930207
alr0804;Chr;direct;930304;930765
alr0805;Chr;direct;931003;931437
alr0806;Chr;direct;931596;932069
all0807;Chr;comp;933202;932507
all0808;Chr;comp;934597;933431
all0809;Chr;comp;935896;934676
alr0810;Chr;direct;936227;936844
alr0811;Chr;direct;936980;937279
alr0812;Chr;direct;937279;937977
all0813;Chr;comp;940262;938079
asl0814;Chr;comp;940592;940329
asl0815;Chr;comp;940815;940627
alr0816;Chr;direct;941010;941471
asl0817;Chr;comp;941761;941561
asl0818;Chr;comp;941979;941779
alr0819;Chr;direct;943252;944703
alr0820;Chr;direct;944828;946177
alr0821;Chr;direct;946235;946657
asl0822;Chr;comp;946934;946719
all0823;Chr;comp;947479;947102
all0824;Chr;comp;950557;947549
all0825;Chr;comp;952601;950550
asl0826;Chr;comp;952809;952576
all0827;Chr;comp;953955;952888
alr0828;Chr;direct;953982;954296
asl0829;Chr;comp;955233;955081
all0830;Chr;comp;956569;955685
alr0831;Chr;direct;956795;957157
all0832;Chr;comp;957987;957214
all0833;Chr;comp;959166;958147
alr0834;Chr;direct;959601;961136
all0835;Chr;comp;961760;961287
asl0836;Chr;comp;962241;962044
asr0837;Chr;direct;962472;962720
alr0838;Chr;direct;962950;964083
all0839;Chr;comp;965086;964166
alr0840;Chr;direct;965435;966517
alr0841;Chr;direct;966520;968988
asl0842;Chr;comp;969289;969047
asr0843;Chr;direct;969697;969873
all0844;Chr;comp;970729;970118
asl0845;Chr;comp;971068;970796
asl0846;Chr;comp;971699;971511
asr0847;Chr;direct;971785;971916
all0848;Chr;comp;975147;972004
alr0849;Chr;direct;975416;976951
all0850;Chr;comp;978022;977078
alr0851;Chr;direct;978239;979084
all0852;Chr;comp;980005;979397
all0853;Chr;comp;981998;979974
all0854;Chr;comp;983023;982688
asr0855;Chr;direct;983093;983344
alr0856;Chr;direct;983425;983970
alr0857;Chr;direct;983987;984376
all0858;Chr;comp;984763;984428
all0859;Chr;comp;986292;984790
all0860;Chr;comp;988975;986357
all0861;Chr;comp;991105;989468
all0862;Chr;comp;992227;991307
all0863;Chr;comp;993504;992689
all0864;Chr;comp;994251;993505
all0865;Chr;comp;996068;994401
all0866;Chr;comp;996480;996175
all0867;Chr;comp;996831;996487
all0868;Chr;comp;997321;997013
alr0869;Chr;direct;997980;999836
alr0870;Chr;direct;999925;1001427
alr0871;Chr;direct;1001547;1002677
all0872;Chr;comp;1006428;1002715
asl0873;Chr;comp;1006982;1006779
alr0874;Chr;direct;1008496;1009389
all0875;Chr;comp;1011395;1009737
all0876;Chr;comp;1012065;1011688
alr0877;Chr;direct;1012172;1012477
all0878;Chr;comp;1013353;1012535
all0879;Chr;comp;1014413;1013427
alr0880;Chr;direct;1014604;1016712
asl0881;Chr;comp;1017109;1016846
alr0882;Chr;direct;1018047;1018898
asl0883;Chr;comp;1019199;1019083
asl0884;Chr;comp;1019596;1019300
asl0885;Chr;comp;1019896;1019759
all0886;Chr;comp;1025671;1020119
all0887;Chr;comp;1026502;1025963
all0888;Chr;comp;1027538;1026828
all0889;Chr;comp;1029540;1027723
asr0890;Chr;direct;1029797;1030024
all0891;Chr;comp;1030684;1030262
alr0892;Chr;direct;1030963;1031364
alr0893;Chr;direct;1031408;1032502
alr0894;Chr;direct;1032663;1033388
alr0895;Chr;direct;1033466;1034635
alr0896;Chr;direct;1034897;1035316
alr0897;Chr;direct;1035420;1036589
alr0898;Chr;direct;1036601;1036942
all0899;Chr;comp;1037335;1036994
alr0900;Chr;direct;1037477;1042879
alr0901;Chr;direct;1043070;1043924
all0902;Chr;comp;1044789;1044043
all0903;Chr;comp;1045744;1044884
alr0904;Chr;direct;1046085;1047431
asr0905;Chr;direct;1047764;1048042
all0906;Chr;comp;1049096;1048368
all0907;Chr;comp;1050064;1049279
all0908;Chr;comp;1051602;1050820
all0909;Chr;comp;1052651;1051773
all0910;Chr;comp;1053712;1052681
all0911;Chr;comp;1054785;1053742
alr0912;Chr;direct;1055744;1056757
alr0913;Chr;direct;1056904;1057581
all0914;Chr;comp;1058884;1057871
all0915;Chr;comp;1059852;1058947
all0916;Chr;comp;1061148;1059868
all0917;Chr;comp;1061993;1061148
all0918;Chr;comp;1062871;1062149
all0919;Chr;comp;1064513;1063224
alr0920;Chr;direct;1064918;1066459
all0921;Chr;comp;1066910;1066560
alr0922;Chr;direct;1067406;1068212
asr0923;Chr;direct;1068680;1068883
all0924;Chr;comp;1069575;1069138
asr0925;Chr;direct;1070028;1070315
all0926;Chr;comp;1076449;1070498
all0927;Chr;comp;1079503;1076561
all0928;Chr;comp;1080030;1079500
all0929;Chr;comp;1080409;1080044
all0930;Chr;comp;1081920;1080682
alr0931;Chr;direct;1082335;1084086
all0932;Chr;comp;1085340;1084312
alr0933;Chr;direct;1085500;1086192
all0934;Chr;comp;1087629;1086196
all0935;Chr;comp;1088065;1087754
all0936;Chr;comp;1089294;1088239
all0937;Chr;comp;1091203;1089458
all0938;Chr;comp;1091868;1091455
alr0939;Chr;direct;1092759;1094102
asl0940;Chr;comp;1094451;1094158
asr0941;Chr;direct;1094762;1094881
alr0942;Chr;direct;1095133;1096035
alr0943;Chr;direct;1096090;1096650
alr0944;Chr;direct;1096696;1097217
all0945;Chr;comp;1098273;1097272
alr0946;Chr;direct;1100088;1100522
alr0947;Chr;direct;1100772;1101599
all0948;Chr;comp;1102688;1101732
all0949;Chr;comp;1103855;1102854
alr0950;Chr;direct;1104204;1105271
alr0951;Chr;direct;1105412;1107139
alr0952;Chr;direct;1107308;1107931
alr0953;Chr;direct;1108230;1108649
all0954;Chr;comp;1109593;1108682
all0955;Chr;comp;1110686;1109946
all0956;Chr;comp;1110988;1110656
alr0957;Chr;direct;1111860;1112309
all0958;Chr;comp;1113820;1112393
all0959;Chr;comp;1115273;1113864
alr0960;Chr;direct;1115407;1117173
all0961;Chr;comp;1117918;1117295
all0962;Chr;comp;1118410;1118093
alr0963;Chr;direct;1118527;1121649
alr0964;Chr;direct;1121819;1122163
alr0965;Chr;direct;1122160;1123605
all0966;Chr;comp;1125951;1123882
all0967;Chr;comp;1127627;1126140
all0968;Chr;comp;1128672;1127791
all0969;Chr;comp;1131039;1129408
alr0970;Chr;direct;1131535;1132485
alr0971;Chr;direct;1132502;1134214
alr0972;Chr;direct;1134563;1135318
alr0973;Chr;direct;1135394;1136026
alr0974;Chr;direct;1136071;1136979
alr0975;Chr;direct;1137001;1137729
all0976;Chr;comp;1138619;1137870
asl0977;Chr;comp;1139022;1138792
all0978;Chr;comp;1142579;1139019
all0979;Chr;comp;1144755;1144093
all0980;Chr;comp;1145999;1144905
alr0981;Chr;direct;1146326;1147174
all0982;Chr;comp;1148738;1147365
all0983;Chr;comp;1150056;1148974
all0984;Chr;comp;1150926;1150471
all0985;Chr;comp;1152509;1151301
alr0986;Chr;direct;1152761;1153729
alr0987;Chr;direct;1153734;1154045
all0988;Chr;comp;1155275;1154076
alr0989;Chr;direct;1155388;1155915
alr0990;Chr;direct;1156507;1158003
alr0991;Chr;direct;1158426;1159982
alr0992;Chr;direct;1160381;1161793
all0993;Chr;comp;1165209;1162000
asl0994;Chr;comp;1165772;1165509
all0995;Chr;comp;1166429;1165953
alr0996;Chr;direct;1166972;1168438
all0997;Chr;comp;1168959;1168549
alr0998;Chr;direct;1169392;1170306
alr0999;Chr;direct;1170482;1171375
alr1000;Chr;direct;1171949;1173031
alr1001;Chr;direct;1173376;1173921
alr1002;Chr;direct;1174084;1174584
all1003;Chr;comp;1175104;1174706
alr1004;Chr;direct;1175265;1176410
asr1005;Chr;direct;1176606;1176848
all1006;Chr;comp;1177564;1176845
all1007;Chr;comp;1179159;1177717
alr1008;Chr;direct;1179311;1180264
all1009;Chr;comp;1180740;1180363
alr1010;Chr;direct;1181159;1181539
all1011;Chr;comp;1182114;1181536
all1012;Chr;comp;1183598;1182300
alr1013;Chr;direct;1184093;1185604
alr1014;Chr;direct;1185933;1186274
alr1015;Chr;direct;1186435;1187010
alr1016;Chr;direct;1187046;1187435
asr1017;Chr;direct;1187442;1187630
alr1018;Chr;direct;1187627;1189021
all1019;Chr;comp;1189996;1189169
all1020;Chr;comp;1190707;1190138
all1021;Chr;comp;1193580;1190743
all1022;Chr;comp;1194122;1193694
all1023;Chr;comp;1194862;1194350
alr1024;Chr;direct;1195024;1195632
asr1025;Chr;direct;1195853;1195978
alr1026;Chr;direct;1196116;1197369
all1027;Chr;comp;1198698;1197400
alr1028;Chr;direct;1198932;1200038
alr1029;Chr;direct;1200141;1200908
alr1030;Chr;direct;1200905;1201666
alr1031;Chr;direct;1201776;1204247
all1032;Chr;comp;1204849;1204412
all1033;Chr;comp;1205341;1205015
all1034;Chr;comp;1205709;1205338
all1035;Chr;comp;1206296;1205856
alr1036;Chr;direct;1206496;1207446
alr1037;Chr;direct;1207483;1209504
asr1038;Chr;direct;1209658;1209900
alr1039;Chr;direct;1209924;1211120
alr1040;Chr;direct;1211302;1211739
alr1041;Chr;direct;1211965;1213002
alr1042;Chr;direct;1213221;1214507
all1043;Chr;comp;1215323;1214613
alr1044;Chr;direct;1215867;1216457
alr1045;Chr;direct;1216551;1217462
all1046;Chr;comp;1218334;1217552
all1047;Chr;comp;1219457;1218324
asr1048;Chr;direct;1219657;1219854
asr1049;Chr;direct;1219975;1220241
alr1050;Chr;direct;1220346;1221932
all1051;Chr;comp;1223373;1222204
alr1052;Chr;direct;1223855;1224733
all1053;Chr;comp;1226287;1224827
alr1054;Chr;direct;1226739;1228091
alr1055;Chr;direct;1228376;1228921
alr1056;Chr;direct;1229286;1229741
alr1057;Chr;direct;1230130;1230471
all1058;Chr;comp;1233639;1230574
all1059;Chr;comp;1236087;1233670
alr1060;Chr;direct;1236802;1237254
all1061;Chr;comp;1239920;1237674
all1062;Chr;comp;1240742;1240251
alr1063;Chr;direct;1240822;1241757
asr1064;Chr;direct;1242298;1242498
all1065;Chr;comp;1243301;1242516
asl1066;Chr;comp;1243766;1243551
alr1067;Chr;direct;1243775;1244212
all1068;Chr;comp;1247793;1244251
all1069;Chr;comp;1251294;1247986
all1070;Chr;comp;1251941;1251441
all1071;Chr;comp;1252324;1251962
all1072;Chr;comp;1253785;1252601
alr1073;Chr;direct;1254612;1257494
alr1074;Chr;direct;1257507;1258166
all1075;Chr;comp;1259231;1258347
all1076;Chr;comp;1260574;1259588
alr1077;Chr;direct;1260773;1261519
alr1078;Chr;direct;1261663;1262580
all1079;Chr;comp;1263666;1262650
alr1080;Chr;direct;1263865;1265148
alr1081;Chr;direct;1265503;1266525
all1082;Chr;comp;1267019;1266651
alr1083;Chr;direct;1267563;1268288
all1084;Chr;comp;1270140;1268305
alr1085;Chr;direct;1270718;1271485
alr1086;Chr;direct;1271561;1272697
all1087;Chr;comp;1273083;1272694
all1088;Chr;comp;1275309;1273903
all1089;Chr;comp;1276915;1275569
all1090;Chr;comp;1278491;1277055
all1091;Chr;comp;1278893;1278528
all1092;Chr;comp;1280385;1278925
alr1093;Chr;direct;1280559;1281683
alr1094;Chr;direct;1282080;1283138
alr1095;Chr;direct;1283199;1284212
alr1096;Chr;direct;1284315;1285577
alr1097;Chr;direct;1285583;1286713
asl1098;Chr;comp;1286941;1286771
all1099;Chr;comp;1288045;1287083
all1100;Chr;comp;1289403;1288408
all1101;Chr;comp;1292294;1289637
asr1102;Chr;direct;1292748;1292942
all1103;Chr;comp;1293274;1292936
alr1104;Chr;direct;1293372;1293824
alr1105;Chr;direct;1293889;1294284
all1106;Chr;comp;1295811;1294384
alr1107;Chr;direct;1295920;1296558
alr1108;Chr;direct;1296652;1298160
alr1109;Chr;direct;1298903;1299295
all1110;Chr;comp;1300690;1299482
asl1111;Chr;comp;1301303;1301070
alr1112;Chr;direct;1301997;1304192
alr1113;Chr;direct;1304511;1305893
alr1114;Chr;direct;1305896;1306654
asr1115;Chr;direct;1306700;1306906
all1116;Chr;comp;1307859;1306903
alr1117;Chr;direct;1308038;1309267
all1118;Chr;comp;1311478;1309271
all1119;Chr;comp;1312242;1311475
asl1120;Chr;comp;1312860;1312618
alr1121;Chr;direct;1313084;1318882
all1122;Chr;comp;1319368;1318856
all1123;Chr;comp;1320019;1319528
all1124;Chr;comp;1320996;1320298
alr1125;Chr;direct;1321117;1321497
all1126;Chr;comp;1323014;1321644
all1127;Chr;comp;1324744;1323383
alr1128;Chr;direct;1325217;1328843
alr1129;Chr;direct;1328902;1329879
all1130;Chr;comp;1330511;1329942
asr1131;Chr;direct;1330697;1330930
all1132;Chr;comp;1333522;1331525
alr1133;Chr;direct;1333867;1334349
asr1134;Chr;direct;1334633;1334815
asr1135;Chr;direct;1335523;1335699
alr1136;Chr;direct;1335734;1336255
alr1137;Chr;direct;1336737;1337060
alr1138;Chr;direct;1337443;1338597
alr1139;Chr;direct;1338862;1339479
all1140;Chr;comp;1340498;1339557
all1141;Chr;comp;1341821;1340976
alr1142;Chr;direct;1341881;1343446
alr1143;Chr;direct;1343545;1344126
alr1144;Chr;direct;1344346;1345218
all1145;Chr;comp;1347220;1345295
alr1146;Chr;direct;1347727;1350270
alr1147;Chr;direct;1350321;1353707
alr1148;Chr;direct;1353846;1354940
all1149;Chr;comp;1355507;1355019
asr1150;Chr;direct;1355678;1355878
all1151;Chr;comp;1356865;1356143
alr1152;Chr;direct;1356962;1357843
alr1153;Chr;direct;1357904;1358992
all1154;Chr;comp;1360031;1358922
alr1155;Chr;direct;1360455;1361621
asr1156;Chr;direct;1361951;1362163
alr1157;Chr;direct;1362495;1363706
alr1158;Chr;direct;1364017;1364502
alr1159;Chr;direct;1364601;1365608
alr1160;Chr;direct;1365706;1366008
all1161;Chr;comp;1366925;1366098
all1162;Chr;comp;1367618;1367208
all1163;Chr;comp;1368160;1367696
all1164;Chr;comp;1368628;1368248
asl1165;Chr;comp;1369054;1368788
alr1166;Chr;direct;1369218;1369757
alr1167;Chr;direct;1369858;1370586
all1168;Chr;comp;1371971;1370622
all1169;Chr;comp;1373068;1371971
alr1170;Chr;direct;1373561;1374265
alr1171;Chr;direct;1374252;1375598
all1172;Chr;comp;1376557;1375841
all1173;Chr;comp;1377356;1376790
alr1174;Chr;direct;1377768;1378481
all1175;Chr;comp;1381233;1378591
all1176;Chr;comp;1384457;1381851
all1177;Chr;comp;1385848;1384526
all1178;Chr;comp;1388613;1385845
all1179;Chr;comp;1389464;1388745
alr1180;Chr;direct;1390042;1391310
asl1181;Chr;comp;1391576;1391421
asr1182;Chr;direct;1391605;1391808
alr1183;Chr;direct;1392022;1393587
alr1184;Chr;direct;1393790;1396342
asr1185;Chr;direct;1396326;1396484
all1186;Chr;comp;1398017;1396560
asl1187;Chr;comp;1398347;1398147
all1188;Chr;comp;1399656;1398586
all1189;Chr;comp;1400801;1399746
alr1190;Chr;direct;1401054;1401413
all1191;Chr;comp;1402854;1401547
alr1192;Chr;direct;1403811;1405229
all1193;Chr;comp;1406032;1405529
alr1194;Chr;direct;1406796;1407482
asr1195;Chr;direct;1407674;1407946
alr1196;Chr;direct;1408147;1409220
alr1197;Chr;direct;1409379;1410155
alr1198;Chr;direct;1410152;1410964
alr1199;Chr;direct;1411069;1411821
alr1200;Chr;direct;1413295;1415427
alr1201;Chr;direct;1415571;1417739
asr1202;Chr;direct;1418141;1418329
asr1203;Chr;direct;1418674;1418961
asr1204;Chr;direct;1419485;1419691
all1205;Chr;comp;1420906;1419980
alr1206;Chr;direct;1421668;1422222
alr1207;Chr;direct;1422293;1423021
alr1208;Chr;direct;1423008;1423556
alr1209;Chr;direct;1423662;1424783
all1210;Chr;comp;1427698;1424978
all1211;Chr;comp;1429130;1427790
alr1212;Chr;direct;1429475;1430437
asr1213;Chr;direct;1430579;1430812
all1214;Chr;comp;1431831;1430869
alr1215;Chr;direct;1432343;1432981
alr1216;Chr;direct;1433292;1433741
alr1217;Chr;direct;1433852;1435588
asl1218;Chr;comp;1436187;1435951
all1219;Chr;comp;1439068;1436855
all1220;Chr;comp;1440609;1439626
all1221;Chr;comp;1441535;1440687
alr1222;Chr;direct;1442268;1443590
alr1223;Chr;direct;1443660;1445201
alr1224;Chr;direct;1445295;1445873
all1225;Chr;comp;1446943;1445996
all1226;Chr;comp;1448109;1447015
all1227;Chr;comp;1449282;1448230
all1228;Chr;comp;1450214;1449318
alr1229;Chr;direct;1450962;1456211
alr1230;Chr;direct;1456204;1457415
alr1231;Chr;direct;1457572;1458735
alr1232;Chr;direct;1459523;1461928
alr1233;Chr;direct;1462095;1462925
asr1234;Chr;direct;1463564;1463860
all1235;Chr;comp;1465417;1464014
alr1236;Chr;direct;1465738;1467252
all1237;Chr;comp;1469448;1467391
alr1238;Chr;direct;1470240;1470854
all1239;Chr;comp;1472048;1471215
alr1240;Chr;direct;1473004;1475355
alr1241;Chr;direct;1475373;1476002
alr1242;Chr;direct;1476319;1476984
asl1243;Chr;comp;1477319;1477101
alr1244;Chr;direct;1478704;1479249
alr1245;Chr;direct;1479485;1480378
alr1246;Chr;direct;1480481;1481002
alr1247;Chr;direct;1481103;1481963
all1248;Chr;comp;1482674;1482030
asl1249;Chr;comp;1483127;1482966
alr1250;Chr;direct;1483130;1484218
all1251;Chr;comp;1484876;1484232
all1252;Chr;comp;1485810;1485295
all1253;Chr;comp;1486646;1485930
alr1254;Chr;direct;1487122;1490055
alr1255;Chr;direct;1490270;1491241
all1256;Chr;comp;1492872;1491370
asr1257;Chr;direct;1492992;1493165
all1258;Chr;comp;1493579;1493178
alr1259;Chr;direct;1493867;1494652
alr1260;Chr;direct;1494747;1495538
alr1261;Chr;direct;1495626;1497467
asl1262;Chr;comp;1497796;1497578
alr1263;Chr;direct;1498346;1499314
alr1264;Chr;direct;1499374;1500972
all1265;Chr;comp;1501502;1501101
alr1266;Chr;direct;1501754;1503553
all1267;Chr;comp;1506229;1503599
all1268;Chr;comp;1506880;1506485
all1269;Chr;comp;1508533;1507526
alr1270;Chr;direct;1508709;1509659
alr1271;Chr;direct;1509754;1510494
all1272;Chr;comp;1513078;1510514
all1273;Chr;comp;1513677;1513354
asl1274;Chr;comp;1513847;1513668
asr1275;Chr;direct;1515178;1515342
alr1276;Chr;direct;1515314;1516141
asr1277;Chr;direct;1516479;1516595
alr1278;Chr;direct;1516774;1519371
all1279;Chr;comp;1520906;1519410
all1280;Chr;comp;1523753;1520928
all1281;Chr;comp;1525051;1524410
alr1282;Chr;direct;1525389;1526291
asr1283;Chr;direct;1526610;1526744
all1284;Chr;comp;1527713;1526847
alr1285;Chr;direct;1527904;1529715
alr1286;Chr;direct;1529883;1530710
all1287;Chr;comp;1531083;1530721
all1288;Chr;comp;1532275;1531124
asr1289;Chr;direct;1532669;1532881
all1290;Chr;comp;1533628;1533026
all1291;Chr;comp;1534404;1533964
all1292;Chr;comp;1535004;1534576
asl1293;Chr;comp;1535164;1535015
all1294;Chr;comp;1535634;1535302
alr1295;Chr;direct;1535955;1536767
alr1296;Chr;direct;1536816;1537232
alr1297;Chr;direct;1537345;1539285
alr1298;Chr;direct;1539534;1540037
alr1299;Chr;direct;1540090;1541265
alr1300;Chr;direct;1541400;1541852
alr1301;Chr;direct;1541868;1542527
alr1302;Chr;direct;1542715;1543293
all1303;Chr;comp;1544753;1543341
all1304;Chr;comp;1546586;1544865
asl1305;Chr;comp;1547713;1547441
alr1306;Chr;direct;1547962;1548774
asr1307;Chr;direct;1549457;1549693
alr1308;Chr;direct;1549876;1551633
asr1309;Chr;direct;1551989;1552219
alr1310;Chr;direct;1552356;1554590
alr1311;Chr;direct;1554785;1555909
alr1312;Chr;direct;1556074;1557438
alr1313;Chr;direct;1557607;1558695
asr1314;Chr;direct;1558784;1559050
alr1315;Chr;direct;1559149;1559958
all1316;Chr;comp;1561593;1560022
all1317;Chr;comp;1562527;1562084
all1318;Chr;comp;1565723;1562679
all1319;Chr;comp;1566757;1565798
alr1320;Chr;direct;1566918;1567319
all1321;Chr;comp;1567875;1567354
all1322;Chr;comp;1570443;1568269
all1323;Chr;comp;1572651;1570729
alr1324;Chr;direct;1572818;1574170
all1325;Chr;comp;1575321;1574203
all1326;Chr;comp;1576212;1575556
all1327;Chr;comp;1577077;1576277
asr1328;Chr;direct;1577189;1577344
alr1329;Chr;direct;1577559;1578971
alr1330;Chr;direct;1579251;1579706
alr1331;Chr;direct;1579924;1582785
alr1332;Chr;direct;1583116;1583766
asr1333;Chr;direct;1583948;1584160
alr1334;Chr;direct;1584750;1585301
asr1335;Chr;direct;1585377;1585544
alr1336;Chr;direct;1585689;1587539
alr1337;Chr;direct;1587686;1588627
all1338;Chr;comp;1590059;1588788
all1339;Chr;comp;1590935;1590078
all1340;Chr;comp;1591785;1591126
alr1341;Chr;direct;1592413;1592952
all1342;Chr;comp;1594892;1593027
alr1343;Chr;direct;1595159;1596298
